ID,O_time,O_geo_X,O_geo_Y,O_geo_type,O_box_X,O_box_Y,O_place_name,O_tweet_text,O_tweet_url
YoSoyLABamby,Fri Apr 19 01:46:37 +0000 2019,33.94300281,-118.4030976,Point,34.0207895,-118.4119065,Los Angeles,On my way to #houston to bring my #TransLatinaPower with all the beautiful people there!! Much love to all of you!!… https://t.co/a7KZYlxoAw,https://twitter.com/i/web/status/1119054665142812673
urboifrend,Fri Apr 19 09:55:41 +0000 2019,,,,,,,@atrapboyie ohh ini bebek wkwkw,
urboifrend,Fri Apr 19 09:44:12 +0000 2019,,,,,,,@woawohooo padahal nda ada salahnya kodong :(,
urboifrend,Fri Apr 19 09:43:48 +0000 2019,,,,,,,"RT @urboifrend: gabut nih, yok ditanya https://t.co/lmuLdAUhDH",https://curiouscat.me/urboifrend?t=1555666603
urboifrend,Fri Apr 19 09:43:20 +0000 2019,,,,,,,"Kenapa gak dicari BF nya? Emg tipemu yang gimana? — lagi nyari, tipe sih relatif ya kalo cocok ya ayo, ga ada tipe… https://t.co/L2hT5kOAzi",https://twitter.com/i/web/status/1119174633889071104
urboifrend,Fri Apr 19 09:39:35 +0000 2019,,,,,,,"@woawohooo jauh nah, lewati negara sudiang",
urboifrend,Fri Apr 19 09:36:43 +0000 2019,,,,,,,"gabut nih, yok ditanya https://t.co/lmuLdAUhDH",https://curiouscat.me/urboifrend?t=1555666603
urboifrend,Fri Apr 19 09:36:30 +0000 2019,,,,,,,Udah punya boyfriend? — Belum. pengen. https://t.co/xrYOod8b9J,https://curiouscat.me/urboifrend/post/851382101?t=1555666590
urboifrend,Fri Apr 19 09:35:56 +0000 2019,,,,,,,"Kamu lagi kena starsyndrome ya? — Heii engga ngelupain kok, siapa ini? https://t.co/dA6cCO08hA",https://curiouscat.me/urboifrend/post/851311809?t=1555666556
urboifrend,Fri Apr 19 09:31:24 +0000 2019,,,,,,,@woawohooo ENAKNYA ITU LAMAKU NDA MAKAN :(,
SamuelS81221504,Fri Apr 19 09:26:10 +0000 2019,,,,33.93149459,-118.380426,Air France Cargo Receiving,Oh you know just chilling 💁‍♂️💁‍♂️💁‍♂️ https://t.co/FoQAp5DEvR,https://twitter.com/SamuelS81221504/status/1119170312153645057/photo/1
urboifrend,Fri Apr 19 09:22:11 +0000 2019,,,,,,,@woawohooo ekstrimki gaya 69 berarti,
urboifrend,Fri Apr 19 09:20:52 +0000 2019,,,,,,,"@woawohooo jangan liat senyumku, nanti tersepona ki",
urboifrend,Fri Apr 19 09:19:57 +0000 2019,,,,,,,@woawohooo 🙃🙃🙃🙃🙃,
urboifrend,Fri Apr 19 09:11:38 +0000 2019,,,,,,,@rainbowmnfs yang mana sih? pengen nyobain jg,
gp_pulipaka,Mon Apr 22 00:47:14 +0000 2019,,,,33.94235863,-118.3995885,Gate 70A,Code Smells and Feels. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats… https://t.co/BYrjpmPVqc,https://twitter.com/i/web/status/1120126883398426625
tmj_lax_eng,Mon Apr 22 00:42:50 +0000 2019,33.9150066,-118.4046264,Point,33.9166485,-118.400264,El Segundo,"SAIC is hiring in #ElSegundo, CA! Click the link in our bio to apply: Remote Sensing Subject Matter Expert/Modeler #Engineering",
tmj_lax_jobs,Mon Apr 22 00:41:20 +0000 2019,33.9557892,-118.3965182,Point,34.0207895,-118.4119065,Los Angeles,"We're hiring! Click to apply: Server Restaurant Team Member - https://t.co/qJGryojVJf #LosAngeles, CA #FastCasual",http://bit.ly/2Zs86oX
TheDarkman7,Mon Apr 22 00:41:14 +0000 2019,33.942916,-118.408649,Point,34.0207895,-118.4119065,Los Angeles,🇭🇺... 😎 @ Lax International Airport Los Angeles California https://t.co/wwTvhBG6qI,https://www.instagram.com/p/Bwib5ctn2RHYIVxyD0Uz68IOPAbU2krbRRbgio0/?utm_source=ig_twitter_share&igshid=1be39lg9l234r
tmj_cao_aero,Mon Apr 22 00:32:16 +0000 2019,33.9532039,-118.3868424,Point,34.0207895,-118.4119065,Los Angeles,"Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like ""SUMMER CO… https://t.co/6sS5gT1TZq",https://twitter.com/i/web/status/1120123117848817664
paulokaduoka,Sat Apr 20 21:08:08 +0000 2019,33.94332434,-118.405602,Point,34.0207895,-118.4119065,Los Angeles,"Voltando pra casa! (@ Aeroporto Internacional de Los Angeles - @flylaxairport in Los Angeles, CA) https://t.co/KOZbd2gMyP",https://www.swarmapp.com/c/ebt27UVbIfb
BajaHoncho,Sat Apr 20 20:55:06 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@roizlcl29 @axlejazzo @rslarson_sandy @globalsocialm2 @WhiteHouse @realDonaldTrump @BobWarren @jasmaxwell… https://t.co/yPqoKMydpK,https://twitter.com/i/web/status/1119706075840651264
timemykung,Sat Apr 20 20:54:39 +0000 2019,33.942916,-118.408649,Point,34.0207895,-118.4119065,Los Angeles,แดดแรงมาก ถึงว่าคนที่นี่ใส่หมวกกันแทบทุกคน #วันนี้เป็นนักเบสบอลสักวันนึง #Lax #airport #USA #แล้วเจอกันใหม่นะแอลเอ… https://t.co/T8ErCZLBfY,https://twitter.com/i/web/status/1119705965136371713
jarengrenell,Sat Apr 20 20:53:50 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"CARIS LEVERT IS A BALLER 🚨 
#goblue",
aprilreppucci,Sat Apr 20 20:52:18 +0000 2019,33.91731,-118.41629,Point,33.9166485,-118.400264,El Segundo,"A days work. Waiting for a very big group photo. elsegundokeghunt
.
.
.
#imagesbyapril #elsegundokeghunt… https://t.co/b8AqB0PX5K",https://twitter.com/i/web/status/1119705371453657088
LupitaSCornejo,Sat Apr 20 20:43:11 +0000 2019,,,,33.9166485,-118.400264,El Segundo,#BelieveLosAngeles #LifeatATT @ATTPolicyCA @RhondaJohnsonC9 @KenMcNeelyCA https://t.co/xcsXKGHdyF https://t.co/kA7Afc0hTf,http://wwwATTBelieves.com
katelynveronica,Sat Apr 20 20:41:44 +0000 2019,,,,33.93823585,-118.357262,Lennox,My plane obsession will never die https://t.co/2OHtR6Xm6X,https://twitter.com/katelynveronica/status/1119702714026319873/video/1
6633north,Sat Apr 20 20:29:40 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@SteveMartinToGo liberating! Isn't it!,
tmj_cao_eng,Sat Apr 20 20:27:52 +0000 2019,33.9198416,-118.3901117,Point,33.9166485,-118.400264,El Segundo,"Have you ever had a role like ""Ground Systems Engineer""? What did you like most about that job? #Engineering #ElSegundo, CA",
chrismclean01,Sat Apr 20 20:24:01 +0000 2019,33.9213,-118.406,Point,33.9166485,-118.400264,El Segundo,Jesus can I turn on the TV just once and not see this guy! He’s bloody everywhere! 😜 ❤️ #sullivanstapleton… https://t.co/TsKc4KOnoR,https://twitter.com/i/web/status/1119698253270765568
tmj_cao_govern,Sat Apr 20 20:23:43 +0000 2019,33.9191799,-118.4164652,Point,33.9166485,-118.400264,El Segundo,"Parsons Corporation is looking for teammates like you. See our latest #Government job openings, including ""Senior A… https://t.co/cUOxO9uFXd",https://twitter.com/i/web/status/1119698178792513536
tommywarhawk,Fri Apr 19 18:45:41 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"don’t be sad, cuz sad spelled backwards is “das” and das not good",
P_Smoov,Fri Apr 19 18:40:35 +0000 2019,33.94346675,-118.4066105,Point,34.0207895,-118.4119065,Los Angeles,Getting flewed out to Vegas. 😎 @ Los Angeles International Airport https://t.co/lPN5NEXNRJ,https://www.instagram.com/p_smoov/p/BwcpCokFKNS/?utm_source=ig_twitter_share&igshid=135kl2va63gjf
hashtwynne_ing,Fri Apr 19 18:38:20 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@JamesGhareeb Cuz you said you didn’t want any 🤷🏼‍♀️,
dswordsNshields,Fri Apr 19 18:36:35 +0000 2019,,,,33.9166485,-118.400264,El Segundo,SUPPORT LOCAL JOURNALISM AND GET VIDEOS LIKE THIS https://t.co/Jr09EGOCJ5,https://twitter.com/latimesfood/status/1119239231639973890
shaynawithlove,Fri Apr 19 18:33:38 +0000 2019,33.94346675,-118.4066105,Point,34.0207895,-118.4119065,Los Angeles,Holiday weekend has commenced. Now get me my drink. 👋🏻🍹💁🏼#friyay #tgif #selfie #lax #thisguytho @southwestair @ Los… https://t.co/FS5siIskk8,https://twitter.com/i/web/status/1119308086173491200
airlinevideos,Fri Apr 19 18:33:34 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,"#Norwegian #Boeing787 flight DY7087 from #Stockholm lands on runway 24R at #LAX on April 11th, 2019. #Boeing 787-8… https://t.co/zqupbHMjhy",https://twitter.com/i/web/status/1119308070725701634
tmj_lax_jobs,Fri Apr 19 18:27:06 +0000 2019,33.9150066,-118.4046264,Point,33.9166485,-118.400264,El Segundo,"Don't submit then quit. Apply for jobs like ""Executive Chef - Business Dining"" at Aramark, then look for people you… https://t.co/KBrNSRPmaY",https://twitter.com/i/web/status/1119306441767051264
mssagebystella,Fri Apr 19 18:26:28 +0000 2019,33.94332434,-118.405602,Point,34.0207895,-118.4119065,Los Angeles,"I'm at Los Angeles International Airport - @flylaxairport in Los Angeles, CA https://t.co/lyo1DZ5ISd",https://www.swarmapp.com/c/b1WX6xD1epk
ForkinAussiePie,Fri Apr 19 18:23:46 +0000 2019,33.92481,-118.37808,Point,33.9158045,-118.3699205,Del Aire,Thinkin' about pie? 🥧 😍 @ Fork-In Aussie Pies https://t.co/5YGKsxFtFZ,https://www.instagram.com/forkinaussiepies/p/BwcnHC3hGsA/?utm_source=ig_twitter_share&igshid=1wa7kpeu3s2rx
RyanSilver1,Fri Apr 19 18:22:48 +0000 2019,,,,33.9166485,-118.400264,El Segundo,West Coast Elite @wceua 17u UAA Roster and Schedule for next weekend @UAassociation 2 Kansas City.  #WestCoastElite… https://t.co/VTAf47ZcDv,https://twitter.com/i/web/status/1119305362736173057
Marysplateria,Fri Apr 19 18:19:45 +0000 2019,33.9431672,-118.4096108,Point,34.0207895,-118.4119065,Los Angeles,LAX!! Arrive!!! en Tom Bradley International Terminal - Los Angeles International Airport https://t.co/YZ1PCmCnBh,https://www.instagram.com/p/BwcmqPAHo6T/?utm_source=ig_twitter_share&igshid=faa9ewavplds
Sluggoaafa,Mon Apr 22 01:26:27 +0000 2019,33.94033561,-118.4067259,Point,34.0207895,-118.4119065,Los Angeles,"Made it to LAX (@ Gate 46A in Los Angeles, CA) https://t.co/S5zvuoiNbm",https://www.swarmapp.com/c/hnsG0G4EN56
ThatCoolBlkNerd,Mon Apr 22 01:26:15 +0000 2019,,,,33.9166485,-118.400264,El Segundo,Sooooo y’all forgive Theon yet??? #DemThrones,
ThatCoolBlkNerd,Mon Apr 22 01:25:17 +0000 2019,,,,33.9166485,-118.400264,El Segundo,Sansa want that THRONE!!!! #DemThrones,
ThatCoolBlkNerd,Mon Apr 22 01:24:44 +0000 2019,,,,33.9166485,-118.400264,El Segundo,Your there cuz you love your nephew  #DemThrones,
ThatCoolBlkNerd,Mon Apr 22 01:23:15 +0000 2019,,,,33.9166485,-118.400264,El Segundo,Sansa is so Shady and I love it #DemThrones,
ThatCoolBlkNerd,Mon Apr 22 01:21:25 +0000 2019,,,,33.9166485,-118.400264,El Segundo,Why is Danny always surprised when somebody forgives someone #DemThrones,
fernanasosaa,Sun Apr 21 05:38:12 +0000 2019,,,,33.93823585,-118.357262,Lennox,Hay* https://t.co/whXXuP4Js4,https://twitter.com/jvaldez666/status/1119817884148965381
spascaris,Sun Apr 21 05:37:50 +0000 2019,33.9213,-118.406,Point,33.9166485,-118.400264,El Segundo,"Another shot from the 105W near LAX...for some reason sunsets at this spot are pretty amazing, if you have to be in… https://t.co/DDGjJojtbb",https://twitter.com/i/web/status/1119837626985586688
arcfzn,Sun Apr 21 05:32:37 +0000 2019,,,,33.95372793,-118.3843802,Hertz Gold Club,LA LEWK https://t.co/CTCR6qwQAn,https://twitter.com/arcfzn/status/1119836315720151040/photo/1
Gut_errez,Sun Apr 21 05:31:43 +0000 2019,,,,33.96427,-118.3924291,Westchester,Nadie lo imagina 🤭,
MyFriendGwen,Sun Apr 21 05:31:04 +0000 2019,33.9213,-118.406,Point,33.9166485,-118.400264,El Segundo,"Making our table with the fancy, grownup china. #passover #seder #friendsarefamily #teamlipseyforthewin @ El Segund… https://t.co/zsq1E3fz9S",https://twitter.com/i/web/status/1119835924706127872
13anthonyjr13,Sun Apr 21 05:30:46 +0000 2019,33.94332434,-118.405602,Point,34.0207895,-118.4119065,Los Angeles,"I'm at Los Angeles International Airport in Los Angeles, CA https://t.co/jOm0i2d4KO",https://www.swarmapp.com/c/dB1kyclWRQQ
Goldie_LT,Sun Apr 21 05:28:16 +0000 2019,33.94381432,-118.4031518,Point,34.0207895,-118.4119065,Los Angeles,Nobody at the desk long ass line spiritairlines jus went out of business this shit crazy all these ppl and they jus… https://t.co/Qauw3xpuyA,https://twitter.com/i/web/status/1119835220738490368
6633north,Sat Apr 20 12:55:47 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"@warrenellis13 Concur 100%  If we didn't believe that, we shouldn't even pick up another guitar!",
6633north,Sat Apr 20 12:53:36 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"@mattklewis he had a hard time ""breaking on through"" to the Majors, and sadly once he finally got there, it was ""the end"" of his career.",
urboifrend,Sat Apr 20 12:53:32 +0000 2019,,,,,,,@lustafhunk Iya kenyang bgt wkwkwk,
6633north,Sat Apr 20 12:50:12 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@mattklewis I saw him hit a ball OUT of Dodger Stadium once.  He was no joke! #Wilbur,
urboifrend,Sat Apr 20 12:34:14 +0000 2019,,,,,,,@rainbowmnfs yokk,
megleficent,Sat Apr 20 12:33:30 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,Everything at security and stuff went so fast that I’m at my gate 2 1/2 hours before my flight.,
urboifrend,Sat Apr 20 12:32:44 +0000 2019,,,,,,,@lustafhunk 30-40an,
urboifrend,Sat Apr 20 12:31:36 +0000 2019,,,,,,,"@ramaynari jangan diulang lagi yaa, janji",
urboifrend,Sat Apr 20 12:28:07 +0000 2019,,,,,,,@ramaynari belum jg ngajakin udh dikira gamau :(,
urboifrend,Sat Apr 20 12:26:44 +0000 2019,,,,,,,"@lustafhunk ini gokana, murce bgt daripada hokben wkwk",
urboifrend,Sat Apr 20 12:26:22 +0000 2019,,,,,,,@ramaynari ya kamunya ga ngajakin :(,
urboifrend,Sat Apr 20 12:12:45 +0000 2019,,,,,,,@lustafhunk Yoii wkwkw,
urboifrend,Sat Apr 20 13:04:28 +0000 2019,,,,,,,@wikurizky @rzkyayi LUCU BGT MUKA LUPA KOREONYA WKWK,
tmj_lax_jobs,Sat Apr 20 19:06:25 +0000 2019,33.9557892,-118.3965182,Point,34.0207895,-118.4119065,Los Angeles,"Don't be shy. Score a job like ""Professional Restaurant Leader - Across the US"" at Boston Market by asking for refe… https://t.co/sU0KEYl2It",https://twitter.com/i/web/status/1119678725820305408
tmj_lax_acct,Sat Apr 20 19:05:54 +0000 2019,33.9516114,-118.3875775,Point,34.0207895,-118.4119065,Los Angeles,"Can you recommend anyone for this job in #LosAngeles, CA? https://t.co/KIQ5VnAbA0 #Accounting",http://bit.ly/2XuoILe
tmj_lax_eng,Sat Apr 20 19:05:16 +0000 2019,33.9150066,-118.4046264,Point,33.9166485,-118.400264,El Segundo,"Don't be shy. Score a job like ""Launch Mission Assurance Lead"" at SAIC by asking for referrals. It's a great way to… https://t.co/v1upv2q0Ho",https://twitter.com/i/web/status/1119678434588774400
Mr_RalphLauren5,Sat Apr 20 19:03:45 +0000 2019,,,,33.94389398,-118.4050226,Los Angeles International Airport (LAX),Not ready to leave LA,
CGLuiyo,Sat Apr 20 19:00:37 +0000 2019,33.9213,-118.406,Point,33.9166485,-118.400264,El Segundo,"#seenojanportodo #noentiendo #theygetmadforeverything #funny #funnyshit @ El Segundo, California https://t.co/P3y22sQ6Z6",https://www.instagram.com/p/BwfQITQhq16q63IZlX0AklQLOuIKEh1v6Jnr840/?utm_source=ig_twitter_share&igshid=19blyjuscr5wj
mformeli,Sat Apr 20 18:58:35 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@mexistentiall Congratssssss,
philsiphoneblog,Sat Apr 20 18:42:15 +0000 2019,33.94350236,-118.4094214,Point,34.0207895,-118.4119065,Los Angeles,"Next Stop: Munich! (@ Tom Bradley International Terminal (TBIT) in Los Angeles, CA) https://t.co/8yYb1kW5ai",https://www.swarmapp.com/c/bBrc17oSqgP
DopeyLawyr,Sat Apr 20 18:39:40 +0000 2019,33.94346675,-118.4066105,Point,34.0207895,-118.4119065,Los Angeles,Off to Rio Content Market!!  namastesia is heading to Brazil for the first time! Fun fun fun! #paulsmithshoes @ Los… https://t.co/XYGhgXxFf4,https://twitter.com/i/web/status/1119671993471774721
purnellbibbs,Sat Apr 20 18:37:15 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,"@CNN My grandma use to say, whatz done in the dark always come 2 the light.",
CestDommage,Sat Apr 20 18:32:27 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,"My wife has discovered that iPads are cool. 

This is great!
.
..
…
..
.
Give me back my iPad pls.",
dark_side_tv,Sat Apr 20 18:28:26 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@mattschneidman https://t.co/apgCUcgakR,https://twitter.com/dark_side_tv/status/1119669166682677248/photo/1
ArturoM614,Sat Apr 20 18:26:39 +0000 2019,,,,33.93823585,-118.357262,Lennox,Winter Soldier hands down. https://t.co/gaytQSrbpP,https://twitter.com/scotteweinberg/status/1119483381018968064
tmj_LAX_secure,Sat Apr 20 18:21:21 +0000 2019,33.9625905,-118.3987842,Point,34.0207895,-118.4119065,Los Angeles,"This job is now open at Allied Universal in Los Angeles, CA. Follow us and turn on mobile alerts to hear about jobs… https://t.co/YWKOu0bCbs",https://twitter.com/i/web/status/1119667383566684160
CA_LAX_Jobs2,Sat Apr 20 18:21:08 +0000 2019,33.9516114,-118.3875775,Point,34.0207895,-118.4119065,Los Angeles,"Nervous to apply for a job like ""Service Support – Busser"" at Dave &amp; Buster's? Apply even if you're not a 100% matc… https://t.co/JKklzVyOR2",https://twitter.com/i/web/status/1119667329451696128
6633north,Sat Apr 20 18:19:43 +0000 2019,,,,33.9166485,-118.400264,El Segundo,#dumbanddumber #MAGA #everydayisabday #mixinasalad #gotpills? #makeamericasmartagain https://t.co/hKOYxk0H25,https://twitter.com/6633north/status/1119666974802333697/photo/1
SteezJ56,Sun Apr 21 18:56:56 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@beansjustfarted 🤔,
SteezJ56,Sun Apr 21 18:56:48 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@cesar_ensalada Yessir,
SamanthaKumiko,Sun Apr 21 18:51:19 +0000 2019,33.94381432,-118.4031518,Point,34.0207895,-118.4119065,Los Angeles,"Looking for eggs.. Which one is best? 1, 2 or 3
.
.
.
.
#sunday #sundaymood #happyeaster #traveler #fashion #style … https://t.co/GzD75DRber",https://twitter.com/i/web/status/1120037315164823554
DJFatboy,Sun Apr 21 18:51:14 +0000 2019,33.94617516,-118.3816341,Point,34.0207895,-118.4119065,Los Angeles,It’s been two plus years since I seen this man mik3_s ! 5th grade and been family since then. Super proud of the ma… https://t.co/TYmG75WfGN,https://twitter.com/i/web/status/1120037293249613825
Dekelkae,Sun Apr 21 18:47:47 +0000 2019,,,,33.9166485,-118.400264,El Segundo,https://t.co/g3gEWOQUga,https://twitter.com/Dekelkae/status/1120036426475720709/photo/1
Brantley_SPEAKS,Sun Apr 21 18:33:58 +0000 2019,33.9431672,-118.4096108,Point,34.0207895,-118.4119065,Los Angeles,Just posted a photo @ Tom Bradley International Terminal - Los Angeles International Airport https://t.co/GhtZVof3Pr,https://www.instagram.com/p/Bwhx4JLFWbc/?utm_source=ig_twitter_share&igshid=14q25xthklbtd
tonykxlu,Sun Apr 21 18:32:59 +0000 2019,33.97104093,-118.4162766,Point,34.0207895,-118.4119065,Los Angeles,No More Heroes 4/17/2019 w/ sslaughterrhouse @ KXLU 88.9 FM Los Angeles https://t.co/GSUkTsDX3j,https://www.instagram.com/p/BwhxwwfBxVi/?utm_source=ig_twitter_share&igshid=abadnkizx69
tmj_cao_it,Sun Apr 21 18:32:58 +0000 2019,33.9191799,-118.4164652,Point,33.9166485,-118.400264,El Segundo,"Want to land a job like ""Configuration Management Analyst"" at Parsons Corporation? Applicant tracking systems look… https://t.co/mtfWkmIxvk",https://twitter.com/i/web/status/1120032693566066688
tmj_lax_it,Sun Apr 21 18:32:08 +0000 2019,33.9150066,-118.4046264,Point,33.9166485,-118.400264,El Segundo,"We're hiring in #ElSegundo, CA! Click the link in our bio to apply to this job and more: Launch Systems SE&amp;I (LA) at SAIC #IT",
sploo,Sun Apr 21 18:27:42 +0000 2019,33.94119667,-118.4017065,Point,34.0207895,-118.4119065,Los Angeles,Our friend Devin who celebrated our going to Vegas for our wedding was here again a year later to toast again! He’s… https://t.co/BaHshp20jU,https://twitter.com/i/web/status/1120031370330431490
JMD90250,Sun Apr 21 18:24:44 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"@ronNcaphill @helenenothelen Didn’t know that. Regardless, Stars got a good coaching staff there; in hindsight, wis… https://t.co/N3p3wFBTPT",https://twitter.com/i/web/status/1120030622422986752
lauradabosss,Sat Apr 20 02:12:54 +0000 2019,,,,33.93823585,-118.357262,Lennox,It's my Friday and u know what that means 😴😴😴,
RealAClifton,Sat Apr 20 02:10:25 +0000 2019,,,,33.9166485,-118.400264,El Segundo,Stop. https://t.co/dvXfBur59x,https://twitter.com/channingfrye/status/1119420795405705217
urboifrend,Sat Apr 20 02:07:55 +0000 2019,,,,,,,@rainbowmnfs ayo,
urboifrend,Sat Apr 20 02:07:28 +0000 2019,,,,,,,@rainbowmnfs SPILL SIS,
AlexasMedina,Sat Apr 20 02:01:33 +0000 2019,33.942916,-118.408649,Point,34.0207895,-118.4119065,Los Angeles,"Holy 57 degrees!!!!! 🥶 Where dis the warm weather and sun go??? 🤔 
❣️
❤️
💜
❤️
💜
❤️
#funtime #livingthedream… https://t.co/zKWvqQwGfk",https://twitter.com/i/web/status/1119420810559672326
AlexasMedina,Sat Apr 20 01:52:21 +0000 2019,33.942916,-118.408649,Point,34.0207895,-118.4119065,Los Angeles,"Its about that time! Easter in 🌋Hawaii??? Why thank you I will! 🏖 ❣️
❤️
💜
❤️
💜
❤️#happyeaster #eastergetaway… https://t.co/pzFnZuZi2M",https://twitter.com/i/web/status/1119418495991721985
urboifrend,Sat Apr 20 01:47:53 +0000 2019,,,,,,,@rainbowmnfs gpp kalo mau pedang pedangan,
urboifrend,Sat Apr 20 01:41:02 +0000 2019,,,,,,,@dimannaj1996 cuma pajangan saja 🙃,
urboifrend,Sat Apr 20 01:36:28 +0000 2019,,,,,,,@Yuta_998 pengen nyobain https://t.co/IRTYPMy9da,https://twitter.com/urboifrend/status/1119414498840891395/photo/1
Adriana_Lacy,Sat Apr 20 01:25:54 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@dannysullivan I walked into the Apple store in Brooklyn and kept mentioning how it was “a known issue” and a “faul… https://t.co/S8YEdoBLza,https://twitter.com/i/web/status/1119411837777264640
urboifrend,Sat Apr 20 01:22:05 +0000 2019,,,,,,,@Yuta_998 seenak itu ya tete kamu bang?,
Hair_Magnifique,Sat Apr 20 01:22:03 +0000 2019,,,,,,,"Bangs your thing? Well, we got you girl ! ⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣… https://t.co/dP12RiZCK3",https://twitter.com/i/web/status/1119410867085332481
stainedhearts,Sat Apr 20 01:20:45 +0000 2019,33.96009306,-118.4219199,Point,34.0207895,-118.4119065,Los Angeles,the real housewives of westchester @ Lighthouse https://t.co/tm92NFSFh7,https://www.instagram.com/p/BwdW1yBgTHW/?utm_source=ig_twitter_share&igshid=1o6n8unjdma44
BobHopeUSO,Sat Apr 20 01:20:40 +0000 2019,,,,33.94467722,-118.4024906,Bob Hope USO,"Today, #AirForce officers and family met at the Bob Hope USO to say goodbye to Lt Col Killings before he deployed t… https://t.co/c8uqCG7PDX",https://twitter.com/i/web/status/1119410519641735168
urboifrend,Sat Apr 20 01:20:04 +0000 2019,,,,,,,@MeisMaxi Ohh yg good quality ya nder 😉,
MehdiMilito,Fri Apr 19 21:10:37 +0000 2019,33.94336469,-118.4086305,Point,34.0207895,-118.4119065,Los Angeles,🇺🇸 🇺🇸 https://t.co/dzqoFeNBOg,https://twitter.com/MehdiMilito/status/1119347594658865152/photo/1
stellarae,Fri Apr 19 21:03:04 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,smells like weed,
uhhleahh,Fri Apr 19 20:57:29 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"@SICKASSF00 Like, how can you not love him ?!",
Adriana_Lacy,Fri Apr 19 20:57:27 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@MelissaGomez004 🙈🙈🙈you’re the one with the great writing that makes my job a lot easier!,
ashtonmorris1,Fri Apr 19 20:53:41 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"""Illmatic"" is the greatest hip-hop album of all-time solely off of Nas keeping AZ's verse on the album after he smo… https://t.co/m8VIIYDMRI",https://twitter.com/i/web/status/1119343331102695424
vickthebrick13,Fri Apr 19 20:49:51 +0000 2019,,,,33.94080169,-118.4420103,Tower 49 Dockweiler State Beach,Baby girl Freya’s first time at the beach 🏝 https://t.co/nRcnXsYMen,https://twitter.com/vickthebrick13/status/1119342367436197888/photo/1
teo_zepeda,Fri Apr 19 20:45:42 +0000 2019,33.92420267,-118.3697768,Point,33.9158045,-118.3699205,Del Aire,285 Lbs Back Squat!! A entrenar duro que ya viene el SISU IRON 40hrs Endurance Event 😱😱😱 amaaa tengo miedo!!… https://t.co/biKxcjgBXu,https://twitter.com/i/web/status/1119341325311197184
quistalktoem,Fri Apr 19 20:44:33 +0000 2019,,,,33.9166485,-118.400264,El Segundo,🌚 https://t.co/jQYcLFa6tx,https://twitter.com/_khayess/status/1119086882166464512
missshannons,Fri Apr 19 20:42:53 +0000 2019,,,,33.94572746,-118.4039927,Terminal 2,Enjoyed #LosAngeles headed back to #dc,
MyFriendGwen,Sat Apr 20 20:20:50 +0000 2019,33.9213,-118.406,Point,33.9166485,-118.400264,El Segundo,"It’s coming. #reclining #4questions #plagues #exodus #matzah #passover #chagsameach @ El Segundo, California https://t.co/3XRcHymXqy",https://www.instagram.com/socalgrl2/p/BwfZTk1lZ-L9t8Nj78VMSZomIosaviCwD7IzEs0/?utm_source=ig_twitter_share&igshid=y7dtf5xa8t7z
toohiptom,Sat Apr 20 20:18:32 +0000 2019,33.94346675,-118.4066105,Point,34.0207895,-118.4119065,Los Angeles,A United Airlines Boeing 787-924 on runway 25R during takeoff at LAX. 📷🛫🇺🇸 #LAX #LosAngelesInternationalAirport… https://t.co/orNBQeeBjW,https://twitter.com/i/web/status/1119696874678525952
moonminx_erotix,Sat Apr 20 20:12:53 +0000 2019,,,,33.93823585,-118.357262,Lennox,"I'm at sanctuary to 6 pm ! 
Spank or get spanked!
#bdsm #LOSANGELES #FemaleDomination #fetishist #femdom… https://t.co/0DmWNyIyTQ",https://twitter.com/i/web/status/1119695453983952896
